file_name,source_path,relative_path,source_dir,suggested_label_cn,suggested_label_en,text_sample,normalized_text_sample,title_block_drawing_number,title_block_part_name,title_block_material,title_block_scale,title_block_sheet,title_block_date,title_block_weight,title_block_company,title_block_projection,title_block_revision,review_drawing_number,review_part_name,review_material,review_scale,review_sheet,review_date,review_weight,review_company,review_projection,review_revision,dimensions_count,dimensions_sample,layers_count,hatches_count,reviewer_label_cn,reviewer_label_en,review_status,review_notes,preview_path
轴的标注.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/轴的标注.dxf,CAD机械零件图及高阶练习图纸/CAD机械零件图/轴的标注.dwg,机械CAD图纸,轴的标注,,C2 | C2 | \M+5C1BD\M+5B4A6 | \M+5C6E4\M+5D3E0 | B | B | A | A,c2 | c2 | \m+5c1bd\m+5b4a6 | \m+5c6e4\m+5d3e0 | b | b | a | a,,,,,,,,,,,,,,,,,,,,,16,"linear:%%C{\fËÎÌå|b0|i0|c134|p0;45\Ftxt,gbcbig|c134;\H0.9583x;(\fËÎÌå|b0|i0|c134|p0;\H0.52176x;\S+0.025^ +0.009;\Ftxt,gbcbig|c134;\H1.9166x;)} | linear:60.00 | linear:36.00 | linear:57.00 | linear:12.00",7,0,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30d; manual_final_category=零件图; manual_subcategory=轴类(标注示例),
泵盖图.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/泵盖图.dxf,泵盖图.dwg,机械零件CAD图纸,泵盖图,,1.5\M+5A1C145° | 1\M+5A1C145° | \M+5EFC1\M+5C6BDØ16 | \M+5B8DF\M+5B6C8\M+5B7BD\M+5CFF2\M+5B8A8\M+5D6FA\M+5BBF9\M+5D7BC | \M+5CDA8\M+5BFD7\M+5D3EB\M+5B1C3\M+5CCE5\M+5CDAC\M+5D7EA\M+5BDC2 | \M+5BFED\...,1.5\m+5a1c145° | 1\m+5a1c145° | \m+5efc1\m+5c6bdø16 | \m+5b8df\m+5b6c8\m+5b7bd\m+5cff2\m+5b8a8\m+5d6fa\m+5bbf9\m+5d7bc | \m+5cda8\m+5bfd7\m+5d3eb\m+5b1c3\m+5cce5\m+5cdac\m+5d7ea\m+5bdc2 | \m+5bfed\...,,,,,,,,,,,,,,,,,,,,,11,radial:68.00 | linear:9.00 | linear:15.00 | linear:\A1;%%c<>{\H0.7x;\S+0.02^ 0;} | linear:%%c<>,7,1,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30d; manual_final_category=零件图; manual_subcategory=盖类-泵盖,
机械制图18.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图18.dxf,CAD机械零件图纸127个/4/机械制图18.dwg,机械CAD图纸,机械制图,,,,,,,,,,,,,,,,,,,,,,,,18,radial:2-%%c8 | radial:2-%%c14 | angular:0.86 | angular:0.52 | radial:11.49,6,0,,,pending,,
夹具二维图.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/夹具二维图.dxf,夹具设计/CAD2007/夹具二维图.dwg,机械CAD图纸,夹具二维图,,07 | 06 | 05 | 04 | 03 | 1 | 02 | 01 | \M+5B1B8  \M+5D7A2 | \M+5B1EA      \M+5D7BC | \M+5B2C4\M+5C1CF | \M+5CAFD\M+5C1BF | \M+5C3FB       \M+5B3C6 | \M+5D0F2\M+5BAC5 | \M+5B9A4\M+5BCFE | \M+5D6B8\M...,07 | 06 | 05 | 04 | 03 | 1 | 02 | 01 | \m+5b1b8  \m+5d7a2 | \m+5b1ea      \m+5d7bc | \m+5b2c4\m+5c1cf | \m+5cafd\m+5c1bf | \m+5c3fb       \m+5b3c6 | \m+5d0f2\m+5bac5 | \m+5b9a4\m+5bcfe | \m+5d6b8\m...,,,,,,,,,,,,,,,,,,,,,4,linear:%%C6H7/P6 | linear:%%C6H7/P6 | radial:300.00 | linear:197.00,33,14,机械制图,,confirmed,manual_priority_decision; manual_priority_pack_30,
1-1泵盖图.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/1-1泵盖图.dxf,CAD机械零件图纸127个/1/1-1泵盖图.dwg,机械CAD图纸,泵盖图,,1.5\M+5A1C145° | 1\M+5A1C145° | \M+5EFC1\M+5C6BDØ16 | \M+5B8DF\M+5B6C8\M+5B7BD\M+5CFF2\M+5B8A8\M+5D6FA\M+5BBF9\M+5D7BC | \M+5CDA8\M+5BFD7\M+5D3EB\M+5B1C3\M+5CCE5\M+5CDAC\M+5D7EA\M+5BDC2 | \M+5BFED\...,1.5\m+5a1c145° | 1\m+5a1c145° | \m+5efc1\m+5c6bdø16 | \m+5b8df\m+5b6c8\m+5b7bd\m+5cff2\m+5b8a8\m+5d6fa\m+5bbf9\m+5d7bc | \m+5cda8\m+5bfd7\m+5d3eb\m+5b1c3\m+5cce5\m+5cdac\m+5d7ea\m+5bdc2 | \m+5bfed\...,,,,,,,,,,,,,,,,,,,,,11,radial:68.00 | linear:9.00 | linear:15.00 | linear:\A1;%%c<>{\H0.7x;\S+0.02^ 0;} | linear:%%c<>,7,1,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30d; manual_final_category=零件图; manual_subcategory=盖类-泵盖,
数据图yaoferrari.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/数据图yaoferrari.dxf,三维出二维图/数据图yaoferrari.dwg,机械CAD图纸,数据图,,槽深1.5mm,槽深1.5mm,,,,,,,,,,,,,,,,,,,,,1,linear:d5=6.0000,27,1,其他,,confirmed,manual_priority_decision; manual_priority_pack_30c; manual_final_category=其他; manual_subcategory=数据/图表,
2-10机械制图.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/2-10机械制图.dxf,CAD机械零件图纸127个/2/2-10机械制图.dwg,机械CAD图纸,机械制图,,90\M+5A1E3,90\m+5a1e3,,,,,,,,,,,,,,,,,,,,,29,linear:104.83 | linear:13.34 | linear:24.65 | angular:1.57 | linear:6.35,4,0,,,pending,,
阀视图.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/阀视图.dxf,阀视图.dwg,机械零件CAD图纸,视图,,2x45 | \M+5A1E3,2x45 | \m+5a1e3,,,,,,,,,,,,,,,,,,,,,32,linear:140.00 | linear:20.00 | linear:%%C86 | linear:%%C150 | linear:60.00,6,6,,,pending,,
5.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/5.dxf,5.dwg,机械零件CAD图纸,拨叉,,,,,,,,,,,,,,,,,,,,,,,,4,radial:12{\f\M+5CBCE\M+5CCE5|b0|i0|c134|p54;\M+5A1C1}<> | radial:300.00 | radial:500.00 | radial:600.00,9,0,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30d; manual_final_category=零件图; manual_subcategory=拨叉类,
机械制图27.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图27.dxf,CAD机械零件图纸127个/5/机械制图27.dwg,机械CAD图纸,机械制图,,R5 | R10,r5 | r10,,,,,,,,,,,,,,,,,,,,,20,radial:30.97 | radial:39.62 | radial:2-%%c5 | angular:0.26 | angular:0.52,6,0,,,pending,,
镜头固定座.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/镜头固定座.dxf,2007版本的/镜头固定座.dwg,机械CAD图纸,镜头固定座,,,,,,,,,,,,,,,,,,,,,,,,5,linear:10.00 | radial:{<>}{}{\H0.7143x;\S+0.021^  0;} | radial:{M44}{}{} | radial:{<>}{}{\H0.7143x;\S+0.018^  0;} | linear:16.00,23,1,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30d; manual_final_category=零件图; manual_subcategory=座类-固定座,
蜗轮轮杆减速器装配图.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/蜗轮轮杆减速器装配图.dxf,CAD机械零件图纸127个/蜗杆涡轮/蜗轮轮杆减速器装配图.dwg,机械CAD图纸,装配图,,\M+5D6C6 \M+5CDBC | \M+5C9F3 \M+5BACB | \M+5D0D5 \M+5C3FB | \M+5BDAF\M+5D0D0\M+5C0D7 | \M+5D6C6 \M+5CDBC | \M+5B1C8 \M+5C0FD | \M+5B9B2 \M+5D5C5 | 1 | 1\M+5A3BA2 | \M+5BBB4\M+5B0B2\M+5CAD0\M+5B9E3\...,\m+5d6c6 \m+5cdbc | \m+5c9f3 \m+5bacb | \m+5d0d5 \m+5c3fb | \m+5bdaf\m+5d0d0\m+5c0d7 | \m+5d6c6 \m+5cdbc | \m+5b1c8 \m+5c0fd | \m+5b9b2 \m+5d5c5 | 1 | 1\m+5a3ba2 | \m+5bbb4\m+5b0b2\m+5cad0\m+5b9e3\...,,,,,,,,,,,,,,,,,,,,,0,,6,41,装配图,,confirmed,manual_priority_decision; manual_priority_pack_30c; manual_final_category=装配图; manual_subcategory=减速器装配,
7.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/7.dxf,7.dwg,机械零件CAD图纸,练习零件图,,,,,,,,,,,,,,,,,,,,,,,,8,linear:9.90 | radial:2.00 | linear:%%c<> | linear:%%c<> | linear:%%c<>,4,1,,,pending,,
总装配.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/总装配.dxf,复杂产品出图/图纸/总装配.dwg,机械CAD图纸,总装配,,,,,,,,,,,,,,,,,,,,,,,,16,linear:1117.76 | linear:963.99 | linear:{<>%%p0.05}{}{} | linear:{<>}{}{} | linear:760.85,19,0,装配图,,confirmed,manual_priority_decision; manual_priority_pack_30,
基质沥青计量罐.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/基质沥青计量罐.dxf,夹具图纸、装配图纸/基质沥青计量罐.dwg,机械CAD图纸,基质沥青计量罐,,B | A | 右视图 | 布管图 | A1 | 基质沥青计量罐 | 福州大学至诚学院化学工程系 | 共 张  第 张 | 重量 | 件数 | 比例 | 10过程装备与控制工程 | 审核 | 制图 | 专业 | 技术要求 1.本设备按GB150-2011《钢制压力容器》和HG20584-2011《钢制化工容器制造技术要求》进行制造，试验和验收。 2.焊接采用电弧焊，焊条牌号E4303。 3....,b | a | 右视图 | 布管图 | a1 | 基质沥青计量罐 | 福州大学至诚学院化学工程系 | 共 张  第 张 | 重量 | 件数 | 比例 | 10过程装备与控制工程 | 审核 | 制图 | 专业 | 技术要求 1.本设备按gb150-2011《钢制压力容器》和hg20584-2011《钢制化工容器制造技术要求》进行制造，试验和验收。 2.焊接采用电弧焊，焊条牌号e4303。 3....,,HG 20592-97,图号或标准号,10,,,,,,,,,,,,,,,,,36,linear:1800.00 | linear:30.00 | linear:80.00 | linear:160.00 | linear:675.02,24,24,基质沥青计量罐,,confirmed,manual_priority_decision,
端盖.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/端盖.dxf,复杂产品出图/图纸/端盖.dwg,机械CAD图纸,盖,,技术要求 | 1.表面喷漆。 | 2.冲孔毛刺需处理。 | 3.其他尺寸请参照实体模型。,技术要求 | 1.表面喷漆。 | 2.冲孔毛刺需处理。 | 3.其他尺寸请参照实体模型。,,,,,,,,,,,,,,,,,,,,,14,linear:114.08 | linear:98.28 | linear:61.94 | linear:51.75 | linear:68.00,19,0,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30c; manual_final_category=零件图; manual_subcategory=盖类-端盖,
蜗轮轴.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/蜗轮轴.dxf,CAD机械零件图纸127个/蜗杆涡轮/蜗轮轴.dwg,机械CAD图纸,轴类,,3.2 | 3.2 | 6.3 | 6.3 | G-G | F-F | 技术要求 | 1.调质处理后表面硬度220~~~~~~~250HBS。 | 2.两端中心孔：B3.5/10GB145-1985，粗糙度3.2。 | 3.全部圆角半径均为R1.5。 | 4.全部倒角均为C1.5。 | 5.未注尺寸公差按等级为GB/T1804-m。 | 湖南工业大学 机械工程学院材料051班 | 机械设计课...,3.2 | 3.2 | 6.3 | 6.3 | g-g | f-f | 技术要求 | 1.调质处理后表面硬度220~~~~~~~250hbs。 | 2.两端中心孔：b3.5/10gb145-1985，粗糙度3.2。 | 3.全部圆角半径均为r1.5。 | 4.全部倒角均为c1.5。 | 5.未注尺寸公差按等级为gb/t1804-m。 | 湖南工业大学 机械工程学院材料051班 | 机械设计课...,,,051班,,,,,,,,,,,,,,,,,,22,linear:23{\H0.7x;\S0^ -0.20;} | linear:37{\H0.7x;\S0^ -0.20;} | linear:%%C8{\H0.7x;\S0^ -0.043;} | linear:%%C14{\H0.7x;\S0^ -0.043;} | linear:40.00,10,5,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30d; manual_final_category=零件图; manual_subcategory=轴类-蜗轮轴,
机械制图30.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图30.dxf,CAD机械零件图纸127个/5/机械制图30.dwg,机械CAD图纸,机械制图,,,,,,,,,,,,,,,,,,,,,,,,14,linear:13.38 | linear:19.77 | linear:72.27 | linear:78.27 | linear:94.77,6,1,,,pending,,
夹具主体座.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/夹具主体座.dxf,夹具设计/CAD2007/夹具主体座.dwg,机械CAD图纸,夹具主体座,,A | A | SECTION A-A,a | a | section a-a,,,,,,,,,,,,,,,,,,,,,8,radial:{<>}{}{} | linear:{<>%%p0.03}{}{} | linear:12.00 | linear:180.00 | radial:{2-<>}{}{\H0.7143x;\S+0.012^  0;},19,1,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30c; manual_final_category=零件图; manual_subcategory=工装-夹具座,
底座.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/底座.dxf,2007版本的/底座.dwg,机械CAD图纸,底座,,,,,,,,,,,,,,,,,,,,,,,,11,linear:200.00 | linear:60.00 | radial:16.00 | linear:120.00 | radial:16.00,23,0,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30d; manual_final_category=零件图; manual_subcategory=座类-底座,
806控制板.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/806控制板.dxf,夹具图纸、装配图纸/806控制板.dwg,机械CAD图纸,板类,,11.5 | R2.5 | 376.3 | *R0.5 | 0 | +0.4 | 787.3 | 91%%D | R0.5 | R0.5 | R8 | R4.5 | *108.5 | R4.5 | R8 | R2.5 | 34.5 | ∅ | 3.2 | ∅ | 7 | ∅ | 25%%D | 34.5 | ∅ | 40.3 | ∅ | 59.5 | ∅ | 26%%D | 2.2 | 89...,11.5 | r2.5 | 376.3 | *r0.5 | 0 | +0.4 | 787.3 | 91%%d | r0.5 | r0.5 | r8 | r4.5 | *108.5 | r4.5 | r8 | r2.5 | 34.5 | ∅ | 3.2 | ∅ | 7 | ∅ | 25%%d | 34.5 | ∅ | 40.3 | ∅ | 59.5 | ∅ | 26%%d | 2.2 | 89...,,\M+5C5FA  \M+5D7BC,TITLE,,,,,,,ISION,,,,,,,,,,,8,radial:2-%%c6 | radial:12.00 | linear:6.00 | radial:0.50 | linear:29.29,11,46,机械制图,,confirmed,manual_priority_decision; manual_priority_pack_30,
2004零件轴改7.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/2004零件轴改7.dxf,2004零件轴改7.dwg,蜗杆与箱体,零件轴改,,K | K-K | 25 | K | 3.2 | 6.3 | 6.3 | 1.6 | 3.2 | 6.3 | \M+5B1C8\M+5C0FD | \M+5CAFD\M+5C1BF | \M+5C9E8\M+5BCC6 | \M+5D6C6\M+5CDBC | \M+5C9F3\M+5BACB | \M+5B2C4\M+5C1CF | \M+5B9B2 1 \M+5D5C5 \M+5B5DA...,k | k-k | 25 | k | 3.2 | 6.3 | 6.3 | 1.6 | 3.2 | 6.3 | \m+5b1c8\m+5c0fd | \m+5cafd\m+5c1bf | \m+5c9e8\m+5bcc6 | \m+5d6c6\m+5cdbc | \m+5c9f3\m+5bacb | \m+5b2c4\m+5c1cf | \m+5b9b2 1 \m+5d5c5 \m+5b5da...,,,,,,,,,,,,,,,,,,,,,20,linear:%%C68f6 | linear:%%C75f8 | linear:42 | linear:52 | linear:2,30,2,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30c; manual_final_category=零件图; manual_subcategory=轴类,
四缸八气门凸轮轴(465Q).dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/四缸八气门凸轮轴(465Q).dxf,工序卡/四缸八气门凸轮轴(465Q).dwg,机械CAD图纸,轴类,,技 术 要 求 | 其余 | 全部凸轮基圆 | A | B | C-C | a-e轴颈 | 0.8 | 0.8 | 0.8 | 0.4 | 全部凸轮面 | 全部凸轮母线 | a | b | c | d | e | 1排 | 1进 | 4进 | 3进 | 2进 | 2排 | 3排 | 4排 | A | 其余R2 | 1 | 0.3×45° | 1放大 | Ø39.9±0.2 | 0.5×45°...,技 术 要 求 | 其余 | 全部凸轮基圆 | a | b | c-c | a-e轴颈 | 0.8 | 0.8 | 0.8 | 0.4 | 全部凸轮面 | 全部凸轮母线 | a | b | c | d | e | 1排 | 1进 | 4进 | 3进 | 2进 | 2排 | 3排 | 4排 | a | 其余r2 | 1 | 0.3×45° | 1放大 | ø39.9±0.2 | 0.5×45°...,,,,2.3,,,,,,,,,,,,,,,,,108,linear:1.00 | linear:0.00 | linear:1.50 | linear:4.50 | linear:d5,26,10,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30c; manual_final_category=零件图; manual_subcategory=轴类-凸轮轴,
激光发射仓结构图.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/激光发射仓结构图.dxf,2007版本的/激光发射仓结构图.dwg,机械CAD图纸,激光发射仓结构图,,,,,,,,,,,,,,,,,,,,,,,,9,linear:38.00 | linear:38.00 | linear:1.00 | linear:2.50 | linear:3.00,23,30,装配图,,confirmed,manual_priority_decision; manual_priority_pack_30d; manual_final_category=装配图; manual_subcategory=结构装配图,
校准指示激光器结构示意图.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/校准指示激光器结构示意图.dxf,2007版本的/校准指示激光器结构示意图.dwg,机械CAD图纸,示意图,,,,,,,,,,,,,,,,,,,,,,,,9,linear:120.00 | linear:90.00 | linear:{<>}{}{} | linear:12.70 | linear:6.50,23,0,,,pending,,
轴零件平面图.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/轴零件平面图.dxf,CAD机械零件图纸127个/15/轴零件平面图.dwg,机械CAD图纸,平面图,,1\M+5A1C145° | 1\M+5A1C145° | 1\M+5A1C145° | A | A | B | B | A-A | B-B | 2:1,1\m+5a1c145° | 1\m+5a1c145° | 1\m+5a1c145° | a | a | b | b | a-a | b-b | 2:1,,,,,,,,,,,,,,,,,,,,,30,linear:28.00 | linear:21.00 | linear:5.00 | linear:5.00 | linear:31.00,10,2,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30d; manual_final_category=零件图; manual_subcategory=轴类,
餐桌底视图.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/餐桌底视图.dxf,CAD机械零件图纸127个/1/餐桌底视图.dwg,机械CAD图纸,视图,,,,,,,,,,,,,,,,,,,,,,,,7,linear:10.00 | linear:300.00 | linear:100.00 | linear:30.00 | linear:10.00,2,0,,,pending,,
机械制图57.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图57.dxf,CAD机械零件图纸127个/11/机械制图57.dwg,机械CAD图纸,机械制图,,,,,,,,,,,,,,,,,,,,,,,,22,linear:151.00 | linear:33.00 | linear:44.00 | linear:8.00 | linear:28.00,6,2,,,pending,,
压下螺丝.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/压下螺丝.dxf,老接的/压下螺丝.dwg,蜗杆与箱体,紧固件,,,,,,,,,,,,,,,,,,,,,,,,0,,2,0,机械制图,,confirmed,manual_priority_decision; manual_priority_pack_30,
2-6机械制图.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/2-6机械制图.dxf,CAD机械零件图纸127个/2/2-6机械制图.dwg,机械CAD图纸,机械制图,,∅28 | ∅64 | 32\M+5A1E3 | 170\M+5A1E3,∅28 | ∅64 | 32\m+5a1e3 | 170\m+5a1e3,,,,,,,,,,,,,,,,,,,,,11,angular:0.70 | linear:7.41 | linear:17.33 | linear:20.46 | linear:8.65,4,0,,,pending,,
机械制图38.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图38.dxf,CAD机械零件图纸127个/8/机械制图38.dwg,机械CAD图纸,机械制图,,18 | 20\M+5A1E3,18 | 20\m+5a1e3,,,,,,,,,,,,,,,,,,,,,17,radial:31.17 | linear:10.94 | linear:4.02 | linear:4.41 | linear:3.50,6,1,,,pending,,
中摆臂.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/中摆臂.dxf,2007版本的/中摆臂.dwg,机械CAD图纸,中摆臂,,,,,,,,,,,,,,,,,,,,,,,,6,radial:{2-<>}{}{} | radial:{2-<>}{}{} | linear:60.00 | linear:60.00 | linear:120.00,23,1,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30c; manual_final_category=零件图; manual_subcategory=连杆类-摆臂,
机械制图8.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图8.dxf,CAD机械零件图纸127个/3/机械制图8.dwg,机械CAD图纸,机械制图,,,,,,,,,,,,,,,,,,,,,,,,6,linear:42.06 | radial:8.80 | radial:16.38 | radial:24.00 | radial:5.59,6,0,,,pending,,
圆柱滚子轴承2008.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/圆柱滚子轴承2008.dxf,夹具图纸、装配图纸/圆柱滚子轴承2008.dwg,机械CAD图纸,圆柱滚子轴承,,B | B | SECTION B-B,b | b | section b-b,,,,,,,,,,,,,,,,,,,,,7,radial:{<>}{}{} | radial:{<>}{}{} | radial:4.00 | radial:4.00 | linear:{%%c214}{}{},19,2,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30c; manual_final_category=零件图; manual_subcategory=标准件-轴承,
JDF00000.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/JDF00000.dxf,JDF00000.DWG,机械零件CAD图纸,轴承座,,A2 | 1:3 | \M+5D0B6\M+5C1CF\M+5C3C5 | JD F000 00 | \M+5A1F1 | \M+5D2A1 | \M+5B1DB | \M+5D6D0 | \M+5D0C4 | \M+5CFDF | %%C100H7 | 1 | JC F000 01 | \M+5B5E6\M+5C6AC | 10 | Q235\M+5A3ADA | 2 | JD FOOO...,a2 | 1:3 | \m+5d0b6\m+5c1cf\m+5c3c5 | jd f000 00 | \m+5a1f1 | \m+5d2a1 | \m+5b1db | \m+5d6d0 | \m+5d0c4 | \m+5cfdf | %%c100h7 | 1 | jc f000 01 | \m+5b5e6\m+5c6ac | 10 | q235\m+5a3ada | 2 | jd fooo...,,,,,,,,,,,,,,,,,,,,,0,,27,0,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30c; manual_final_category=零件图; manual_subcategory=座类-轴承座,
31001-1.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/31001-1.dxf,31001-1.dwg,机械零件CAD图纸,差动机构,,YK3120CNC2-31001/1 | \M+5C9E8\M+5BCC6\M+5D4B1 | \M+5BCEC  \M+5CDBC | \M+5D6F7\M+5C8CE\M+5C9E8\M+5BCC6\M+5CAA6 | \M+5B1EA\M+5D7BC\M+5BBAF\M+5C9F3\M+5B2E9 | \M+5B2FA\M+5C6B7\M+5B9A4\M+5D2D5\M+5CAA6 |...,yk3120cnc2-31001/1 | \m+5c9e8\m+5bcc6\m+5d4b1 | \m+5bcec  \m+5cdbc | \m+5d6f7\m+5c8ce\m+5c9e8\m+5bcc6\m+5caa6 | \m+5b1ea\m+5d7bc\m+5bbaf\m+5c9f3\m+5b2e9 | \m+5b2fa\m+5c6b7\m+5b9a4\m+5d2d5\m+5caa6 |...,,,,,,,,,,SA,,,,,,,,,,,133,linear:251.00 | linear:405.00 | linear:65 | linear:15 | linear:12,9,162,装配图,,confirmed,manual_priority_decision,
传动轴.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/传动轴.dxf,老接的/传动轴.dwg,蜗杆与箱体,轴类,,,,,,,,,,,,,,,,,,,,,,,,0,,2,3,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30c; manual_final_category=零件图; manual_subcategory=轴类,
1-8机械平面图3.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/1-8机械平面图3.dxf,CAD机械零件图纸127个/1/1-8机械平面图3.dwg,机械CAD图纸,机械平面图,,\M+5BBFA\M+5D0B5\M+5C6BD\M+5C3E6\M+5CDBC3,\m+5bbfa\m+5d0b5\m+5c6bd\m+5c3e6\m+5cdbc3,,,,,,,,,,,,,,,,,,,,,19,radial:29.00 | radial:16.00 | radial:8.00 | radial:4.00 | radial:8.00,4,0,,,pending,,
风叶(改).dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/风叶(改).dxf,1200型风送式喷雾机/风叶(改).dwg,机械CAD图纸,风叶(改),,PELECBASETEXT1 | 1\M+5A1A2\M+5BFC9\M+5D2D4\M+5B2C9\M+5D3C3\M+5BAB8\M+5BDD3\M+5D6C6\M+5D7F7\M+5A3AC\M+5D2B6\M+5C6AC\M+5B2C9\M+5D3C3\M+5B2BB\M+5D0E2\M+5B8D6\M+5B2C4\M+5C1CF\M+5D6C6\M+5D7F7 2\M+5A1A2\...,pelecbasetext1 | 1\m+5a1a2\m+5bfc9\m+5d2d4\m+5b2c9\m+5d3c3\m+5bab8\m+5bdd3\m+5d6c6\m+5d7f7\m+5a3ac\m+5d2b6\m+5c6ac\m+5b2c9\m+5d3c3\m+5b2bb\m+5d0e2\m+5b8d6\m+5b2c4\m+5c1cf\m+5d6c6\m+5d7f7 2\m+5a1a2\...,,,,,,,,,,,,,,,,,,,,,8,linear:\A0;<>{\H12.25;\S+0.087^  0;} | linear:240.00 | linear:\A0;<>{\H12.25;\S+0.046^  0;} | linear:119.65 | linear:240.00,20,2,风叶(改),,confirmed,manual_priority_decision; manual_priority_pack_30,
